date,store_id,item_id,cat_id,dept_id,units_sold,sell_price,holiday_promotion,event_name_1
2011-03-14,CA_1,FOODS_2_019,FOODS,FOODS_2,22,2.98,0,
2011-03-15,CA_1,FOODS_2_019,FOODS,FOODS_2,12,2.98,0,
2011-03-16,CA_1,FOODS_2_019,FOODS,FOODS_2,9,2.98,1,LentWeek2
2011-03-17,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,1,StPatricksDay
2011-03-18,CA_1,FOODS_2_019,FOODS,FOODS_2,8,2.98,0,
2011-03-19,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,0,
2011-03-20,CA_1,FOODS_2_019,FOODS,FOODS_2,16,2.98,1,Purim End
2011-03-21,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,0,
2011-03-22,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,0,
2011-03-23,CA_1,FOODS_2_019,FOODS,FOODS_2,13,2.98,0,
2011-03-24,CA_1,FOODS_2_019,FOODS,FOODS_2,2,2.98,0,
2011-03-25,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,0,
2011-03-26,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,0,
2011-03-27,CA_1,FOODS_2_019,FOODS,FOODS_2,12,2.98,0,
2011-03-28,CA_1,FOODS_2_019,FOODS,FOODS_2,21,2.98,0,
2011-03-29,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,0,
2011-03-30,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,0,
2011-03-31,CA_1,FOODS_2_019,FOODS,FOODS_2,9,2.98,0,
2011-04-01,CA_1,FOODS_2_019,FOODS,FOODS_2,7,2.98,1,
2011-04-02,CA_1,FOODS_2_019,FOODS,FOODS_2,9,2.98,1,
2011-04-03,CA_1,FOODS_2_019,FOODS,FOODS_2,15,2.98,1,
2011-04-04,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,1,
2011-04-05,CA_1,FOODS_2_019,FOODS,FOODS_2,8,2.98,1,
2011-04-06,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,1,
2011-04-07,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,1,
2011-04-08,CA_1,FOODS_2_019,FOODS,FOODS_2,16,2.98,1,
2011-04-09,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,1,
2011-04-10,CA_1,FOODS_2_019,FOODS,FOODS_2,8,2.98,1,
2011-04-11,CA_1,FOODS_2_019,FOODS,FOODS_2,8,2.98,0,
2011-04-12,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,0,
2011-04-13,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,0,
2011-04-14,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,0,
2011-04-15,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,0,
2011-04-16,CA_1,FOODS_2_019,FOODS,FOODS_2,8,2.98,0,
2011-04-17,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,0,
2011-04-18,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,0,
2011-04-19,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,0,
2011-04-20,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,0,
2011-04-21,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,0,
2011-04-22,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,0,
2011-04-23,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,0,
2011-04-24,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,1,OrthodoxEaster
2011-04-25,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,0,
2011-04-26,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,1,Pesach End
2011-04-27,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,0,
2011-04-28,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,0,
2011-04-29,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,0,
2011-04-30,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,0,
2011-05-01,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,1,
2011-05-02,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,1,
2011-05-03,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,1,
2011-05-04,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,1,
2011-05-05,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,1,Cinco De Mayo
2011-05-06,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,1,
2011-05-07,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,1,
2011-05-08,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,1,Mother's day
2011-05-09,CA_1,FOODS_2_019,FOODS,FOODS_2,49,2.98,1,
2011-05-10,CA_1,FOODS_2_019,FOODS,FOODS_2,49,2.98,1,
2011-05-11,CA_1,FOODS_2_019,FOODS,FOODS_2,37,2.98,0,
2011-05-12,CA_1,FOODS_2_019,FOODS,FOODS_2,24,2.98,0,
2011-05-13,CA_1,FOODS_2_019,FOODS,FOODS_2,31,2.98,0,
2011-05-14,CA_1,FOODS_2_019,FOODS,FOODS_2,26,2.98,0,
2011-05-15,CA_1,FOODS_2_019,FOODS,FOODS_2,40,2.98,0,
2011-05-16,CA_1,FOODS_2_019,FOODS,FOODS_2,20,2.98,0,
2011-05-17,CA_1,FOODS_2_019,FOODS,FOODS_2,19,2.98,0,
2011-05-18,CA_1,FOODS_2_019,FOODS,FOODS_2,27,2.98,0,
2011-05-19,CA_1,FOODS_2_019,FOODS,FOODS_2,23,2.98,0,
2011-05-20,CA_1,FOODS_2_019,FOODS,FOODS_2,25,2.98,0,
2011-05-21,CA_1,FOODS_2_019,FOODS,FOODS_2,14,2.98,0,
2011-05-22,CA_1,FOODS_2_019,FOODS,FOODS_2,17,2.98,0,
2011-05-23,CA_1,FOODS_2_019,FOODS,FOODS_2,25,2.98,0,
2011-05-24,CA_1,FOODS_2_019,FOODS,FOODS_2,23,2.98,0,
2011-05-25,CA_1,FOODS_2_019,FOODS,FOODS_2,20,2.98,0,
2011-05-26,CA_1,FOODS_2_019,FOODS,FOODS_2,11,2.98,0,
2011-05-27,CA_1,FOODS_2_019,FOODS,FOODS_2,14,2.98,0,
2011-05-28,CA_1,FOODS_2_019,FOODS,FOODS_2,29,2.98,0,
2011-05-29,CA_1,FOODS_2_019,FOODS,FOODS_2,28,2.98,0,
2011-05-30,CA_1,FOODS_2_019,FOODS,FOODS_2,12,2.98,1,MemorialDay
2011-05-31,CA_1,FOODS_2_019,FOODS,FOODS_2,18,2.98,1,NBAFinalsStart
2011-06-01,CA_1,FOODS_2_019,FOODS,FOODS_2,12,2.98,1,
2011-06-02,CA_1,FOODS_2_019,FOODS,FOODS_2,8,2.98,1,
2011-06-03,CA_1,FOODS_2_019,FOODS,FOODS_2,16,2.98,1,
2011-06-04,CA_1,FOODS_2_019,FOODS,FOODS_2,17,2.98,1,
2011-06-05,CA_1,FOODS_2_019,FOODS,FOODS_2,15,2.98,1,
2011-06-06,CA_1,FOODS_2_019,FOODS,FOODS_2,8,2.98,1,
2011-06-07,CA_1,FOODS_2_019,FOODS,FOODS_2,25,2.98,1,
2011-06-08,CA_1,FOODS_2_019,FOODS,FOODS_2,17,2.98,1,
2011-06-09,CA_1,FOODS_2_019,FOODS,FOODS_2,8,2.98,1,
2011-06-10,CA_1,FOODS_2_019,FOODS,FOODS_2,22,2.98,1,
2011-06-11,CA_1,FOODS_2_019,FOODS,FOODS_2,16,2.98,0,
2011-06-12,CA_1,FOODS_2_019,FOODS,FOODS_2,7,2.98,1,NBAFinalsEnd
2011-06-13,CA_1,FOODS_2_019,FOODS,FOODS_2,3,2.98,0,
2011-06-14,CA_1,FOODS_2_019,FOODS,FOODS_2,18,2.98,0,
2011-06-15,CA_1,FOODS_2_019,FOODS,FOODS_2,14,2.98,0,
2011-06-16,CA_1,FOODS_2_019,FOODS,FOODS_2,8,2.98,0,
2011-06-17,CA_1,FOODS_2_019,FOODS,FOODS_2,16,2.98,0,
2011-06-18,CA_1,FOODS_2_019,FOODS,FOODS_2,15,2.98,0,
2011-06-19,CA_1,FOODS_2_019,FOODS,FOODS_2,1,2.98,1,Father's day
2011-06-20,CA_1,FOODS_2_019,FOODS,FOODS_2,13,2.98,0,
2011-06-21,CA_1,FOODS_2_019,FOODS,FOODS_2,9,2.98,0,
2011-06-22,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,0,
2011-06-23,CA_1,FOODS_2_019,FOODS,FOODS_2,12,2.98,0,
2011-06-24,CA_1,FOODS_2_019,FOODS,FOODS_2,3,2.98,0,
2011-06-25,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,0,
2011-06-26,CA_1,FOODS_2_019,FOODS,FOODS_2,22,2.98,0,
2011-06-27,CA_1,FOODS_2_019,FOODS,FOODS_2,2,2.98,0,
2011-06-28,CA_1,FOODS_2_019,FOODS,FOODS_2,16,2.98,0,
2011-06-29,CA_1,FOODS_2_019,FOODS,FOODS_2,11,2.98,0,
2011-06-30,CA_1,FOODS_2_019,FOODS,FOODS_2,8,2.98,0,
2011-07-01,CA_1,FOODS_2_019,FOODS,FOODS_2,19,2.98,1,
2011-07-02,CA_1,FOODS_2_019,FOODS,FOODS_2,37,2.98,1,
2011-07-03,CA_1,FOODS_2_019,FOODS,FOODS_2,32,2.98,1,
2011-07-04,CA_1,FOODS_2_019,FOODS,FOODS_2,29,2.98,1,IndependenceDay
2011-07-05,CA_1,FOODS_2_019,FOODS,FOODS_2,37,2.98,1,
2011-07-06,CA_1,FOODS_2_019,FOODS,FOODS_2,28,2.98,1,
2011-07-07,CA_1,FOODS_2_019,FOODS,FOODS_2,48,2.98,1,
2011-07-08,CA_1,FOODS_2_019,FOODS,FOODS_2,44,2.98,1,
2011-07-09,CA_1,FOODS_2_019,FOODS,FOODS_2,45,2.98,1,
2011-07-10,CA_1,FOODS_2_019,FOODS,FOODS_2,49,2.98,1,
2011-07-11,CA_1,FOODS_2_019,FOODS,FOODS_2,47,2.98,0,
2011-07-12,CA_1,FOODS_2_019,FOODS,FOODS_2,31,2.98,0,
2011-07-13,CA_1,FOODS_2_019,FOODS,FOODS_2,33,2.98,0,
2011-07-14,CA_1,FOODS_2_019,FOODS,FOODS_2,18,2.98,0,
2011-07-15,CA_1,FOODS_2_019,FOODS,FOODS_2,41,2.98,0,
2011-07-16,CA_1,FOODS_2_019,FOODS,FOODS_2,32,2.98,0,
2011-07-17,CA_1,FOODS_2_019,FOODS,FOODS_2,49,2.98,0,
2011-07-18,CA_1,FOODS_2_019,FOODS,FOODS_2,46,2.98,0,
2011-07-19,CA_1,FOODS_2_019,FOODS,FOODS_2,24,2.98,0,
2011-07-20,CA_1,FOODS_2_019,FOODS,FOODS_2,18,2.98,0,
2011-07-21,CA_1,FOODS_2_019,FOODS,FOODS_2,14,2.98,0,
2011-07-22,CA_1,FOODS_2_019,FOODS,FOODS_2,18,2.98,0,
2011-07-23,CA_1,FOODS_2_019,FOODS,FOODS_2,24,2.98,0,
2011-07-24,CA_1,FOODS_2_019,FOODS,FOODS_2,35,2.98,0,
2011-07-25,CA_1,FOODS_2_019,FOODS,FOODS_2,27,2.98,0,
2011-07-26,CA_1,FOODS_2_019,FOODS,FOODS_2,24,2.98,0,
2011-07-27,CA_1,FOODS_2_019,FOODS,FOODS_2,18,2.98,0,
2011-07-28,CA_1,FOODS_2_019,FOODS,FOODS_2,15,2.98,0,
2011-07-29,CA_1,FOODS_2_019,FOODS,FOODS_2,21,2.98,0,
2011-07-30,CA_1,FOODS_2_019,FOODS,FOODS_2,18,2.98,0,
2011-07-31,CA_1,FOODS_2_019,FOODS,FOODS_2,37,2.98,0,
2011-08-01,CA_1,FOODS_2_019,FOODS,FOODS_2,49,2.98,1,Ramadan starts
2011-08-02,CA_1,FOODS_2_019,FOODS,FOODS_2,34,2.98,1,
2011-08-03,CA_1,FOODS_2_019,FOODS,FOODS_2,37,2.98,1,
2011-08-04,CA_1,FOODS_2_019,FOODS,FOODS_2,38,2.98,1,
2011-08-05,CA_1,FOODS_2_019,FOODS,FOODS_2,35,2.98,1,
2011-08-06,CA_1,FOODS_2_019,FOODS,FOODS_2,43,2.98,1,
2011-08-07,CA_1,FOODS_2_019,FOODS,FOODS_2,49,2.98,1,
2011-08-08,CA_1,FOODS_2_019,FOODS,FOODS_2,49,2.98,1,
2011-08-09,CA_1,FOODS_2_019,FOODS,FOODS_2,33,2.98,1,
2011-08-10,CA_1,FOODS_2_019,FOODS,FOODS_2,40,2.98,1,
2011-08-11,CA_1,FOODS_2_019,FOODS,FOODS_2,24,2.98,0,
2011-08-12,CA_1,FOODS_2_019,FOODS,FOODS_2,26,2.98,0,
2011-08-13,CA_1,FOODS_2_019,FOODS,FOODS_2,35,2.98,0,
2011-08-14,CA_1,FOODS_2_019,FOODS,FOODS_2,49,2.98,0,
2011-08-15,CA_1,FOODS_2_019,FOODS,FOODS_2,20,2.98,0,
2011-08-16,CA_1,FOODS_2_019,FOODS,FOODS_2,32,2.98,0,
2011-08-17,CA_1,FOODS_2_019,FOODS,FOODS_2,30,2.98,0,
2011-08-18,CA_1,FOODS_2_019,FOODS,FOODS_2,32,2.98,0,
2011-08-19,CA_1,FOODS_2_019,FOODS,FOODS_2,21,2.98,0,
2011-08-20,CA_1,FOODS_2_019,FOODS,FOODS_2,31,2.98,0,
2011-08-21,CA_1,FOODS_2_019,FOODS,FOODS_2,49,2.98,0,
2011-08-22,CA_1,FOODS_2_019,FOODS,FOODS_2,26,2.98,0,
2011-08-23,CA_1,FOODS_2_019,FOODS,FOODS_2,31,2.98,0,
2011-08-24,CA_1,FOODS_2_019,FOODS,FOODS_2,18,2.98,0,
2011-08-25,CA_1,FOODS_2_019,FOODS,FOODS_2,25,2.98,0,
2011-08-26,CA_1,FOODS_2_019,FOODS,FOODS_2,23,2.98,0,
2011-08-27,CA_1,FOODS_2_019,FOODS,FOODS_2,14,2.98,0,
2011-08-28,CA_1,FOODS_2_019,FOODS,FOODS_2,1,2.98,0,
2011-08-29,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,0,
2011-08-30,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,0,
2011-08-31,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,1,Eid al-Fitr
2011-09-01,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,1,
2011-09-02,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,1,
2011-09-03,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,1,
2011-09-04,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,1,
2011-09-05,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,1,LaborDay
2011-09-06,CA_1,FOODS_2_019,FOODS,FOODS_2,30,2.98,1,
2011-09-07,CA_1,FOODS_2_019,FOODS,FOODS_2,43,2.98,1,
2011-09-08,CA_1,FOODS_2_019,FOODS,FOODS_2,29,2.98,1,
2011-09-09,CA_1,FOODS_2_019,FOODS,FOODS_2,24,2.98,1,
2011-09-10,CA_1,FOODS_2_019,FOODS,FOODS_2,39,2.98,1,
2011-09-11,CA_1,FOODS_2_019,FOODS,FOODS_2,34,2.98,0,
2011-09-12,CA_1,FOODS_2_019,FOODS,FOODS_2,24,2.98,0,
2011-09-13,CA_1,FOODS_2_019,FOODS,FOODS_2,25,2.98,0,
2011-09-14,CA_1,FOODS_2_019,FOODS,FOODS_2,28,2.98,0,
2011-09-15,CA_1,FOODS_2_019,FOODS,FOODS_2,18,2.98,0,
2011-09-16,CA_1,FOODS_2_019,FOODS,FOODS_2,29,2.98,0,
2011-09-17,CA_1,FOODS_2_019,FOODS,FOODS_2,26,2.98,0,
2011-09-18,CA_1,FOODS_2_019,FOODS,FOODS_2,37,2.98,0,
2011-09-19,CA_1,FOODS_2_019,FOODS,FOODS_2,28,2.98,0,
2011-09-20,CA_1,FOODS_2_019,FOODS,FOODS_2,25,2.98,0,
2011-09-21,CA_1,FOODS_2_019,FOODS,FOODS_2,15,2.98,0,
2011-09-22,CA_1,FOODS_2_019,FOODS,FOODS_2,24,2.98,0,
2011-09-23,CA_1,FOODS_2_019,FOODS,FOODS_2,22,2.98,0,
2011-09-24,CA_1,FOODS_2_019,FOODS,FOODS_2,36,2.98,0,
2011-09-25,CA_1,FOODS_2_019,FOODS,FOODS_2,44,2.98,0,
2011-09-26,CA_1,FOODS_2_019,FOODS,FOODS_2,28,2.98,0,
2011-09-27,CA_1,FOODS_2_019,FOODS,FOODS_2,26,2.98,0,
2011-09-28,CA_1,FOODS_2_019,FOODS,FOODS_2,18,2.98,0,
2011-09-29,CA_1,FOODS_2_019,FOODS,FOODS_2,13,2.98,0,
2011-09-30,CA_1,FOODS_2_019,FOODS,FOODS_2,14,2.98,0,
2011-10-01,CA_1,FOODS_2_019,FOODS,FOODS_2,33,2.98,1,
2011-10-02,CA_1,FOODS_2_019,FOODS,FOODS_2,49,2.98,1,
2011-10-03,CA_1,FOODS_2_019,FOODS,FOODS_2,39,2.98,1,
2011-10-04,CA_1,FOODS_2_019,FOODS,FOODS_2,28,2.98,1,
2011-10-05,CA_1,FOODS_2_019,FOODS,FOODS_2,28,2.98,1,
2011-10-06,CA_1,FOODS_2_019,FOODS,FOODS_2,49,2.98,1,
2011-10-07,CA_1,FOODS_2_019,FOODS,FOODS_2,49,2.98,1,
2011-10-08,CA_1,FOODS_2_019,FOODS,FOODS_2,49,2.98,1,
2011-10-09,CA_1,FOODS_2_019,FOODS,FOODS_2,49,2.98,1,
2011-10-10,CA_1,FOODS_2_019,FOODS,FOODS_2,49,2.98,1,ColumbusDay
2011-10-11,CA_1,FOODS_2_019,FOODS,FOODS_2,30,2.98,0,
2011-10-12,CA_1,FOODS_2_019,FOODS,FOODS_2,21,2.98,0,
2011-10-13,CA_1,FOODS_2_019,FOODS,FOODS_2,18,2.98,0,
2011-10-14,CA_1,FOODS_2_019,FOODS,FOODS_2,9,2.98,0,
2011-10-15,CA_1,FOODS_2_019,FOODS,FOODS_2,42,2.98,0,
2011-10-16,CA_1,FOODS_2_019,FOODS,FOODS_2,48,2.98,0,
2011-10-17,CA_1,FOODS_2_019,FOODS,FOODS_2,32,2.98,0,
2011-10-18,CA_1,FOODS_2_019,FOODS,FOODS_2,33,2.98,0,
2011-10-19,CA_1,FOODS_2_019,FOODS,FOODS_2,27,2.98,0,
2011-10-20,CA_1,FOODS_2_019,FOODS,FOODS_2,28,2.98,0,
2011-10-21,CA_1,FOODS_2_019,FOODS,FOODS_2,13,2.98,0,
2011-10-22,CA_1,FOODS_2_019,FOODS,FOODS_2,27,2.98,0,
2011-10-23,CA_1,FOODS_2_019,FOODS,FOODS_2,39,2.98,0,
2011-10-24,CA_1,FOODS_2_019,FOODS,FOODS_2,40,2.98,0,
2011-10-25,CA_1,FOODS_2_019,FOODS,FOODS_2,15,2.98,0,
2011-10-26,CA_1,FOODS_2_019,FOODS,FOODS_2,34,2.98,0,
2011-10-27,CA_1,FOODS_2_019,FOODS,FOODS_2,22,2.98,0,
2011-10-28,CA_1,FOODS_2_019,FOODS,FOODS_2,30,2.98,0,
2011-10-29,CA_1,FOODS_2_019,FOODS,FOODS_2,33,2.98,0,
2011-10-30,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,0,
2011-10-31,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,1,Halloween
2011-11-01,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,1,
2011-11-02,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,1,
2011-11-03,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,1,
2011-11-04,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,1,
2011-11-05,CA_1,FOODS_2_019,FOODS,FOODS_2,0,2.98,1,
2011-11-06,CA_1,FOODS_2_019,FOODS,FOODS_2,49,2.98,1,
2011-11-07,CA_1,FOODS_2_019,FOODS,FOODS_2,46,2.98,1,EidAlAdha
2011-11-08,CA_1,FOODS_2_019,FOODS,FOODS_2,24,2.98,1,
2011-11-09,CA_1,FOODS_2_019,FOODS,FOODS_2,32,2.98,1,
2011-11-10,CA_1,FOODS_2_019,FOODS,FOODS_2,23,2.98,1,
2011-11-11,CA_1,FOODS_2_019,FOODS,FOODS_2,17,2.98,1,VeteransDay
2011-11-12,CA_1,FOODS_2_019,FOODS,FOODS_2,40,2.98,0,
2011-11-13,CA_1,FOODS_2_019,FOODS,FOODS_2,25,2.98,0,
2011-11-14,CA_1,FOODS_2_019,FOODS,FOODS_2,47,2.98,0,
2011-11-15,CA_1,FOODS_2_019,FOODS,FOODS_2,19,2.98,0,
2011-11-16,CA_1,FOODS_2_019,FOODS,FOODS_2,25,2.98,0,
2011-11-17,CA_1,FOODS_2_019,FOODS,FOODS_2,16,2.98,0,
2011-11-18,CA_1,FOODS_2_019,FOODS,FOODS_2,23,2.98,0,
2011-11-19,CA_1,FOODS_2_019,FOODS,FOODS_2,29,2.98,0,
2011-11-20,CA_1,FOODS_2_019,FOODS,FOODS_2,28,2.98,0,
2011-11-21,CA_1,FOODS_2_019,FOODS,FOODS_2,35,2.98,0,
2011-11-22,CA_1,FOODS_2_019,FOODS,FOODS_2,16,2.98,0,
2011-11-23,CA_1,FOODS_2_019,FOODS,FOODS_2,25,2.98,0,
2011-11-24,CA_1,FOODS_2_019,FOODS,FOODS_2,5,2.98,1,Thanksgiving
2011-11-25,CA_1,FOODS_2_019,FOODS,FOODS_2,14,2.98,0,
2011-11-26,CA_1,FOODS_2_019,FOODS,FOODS_2,16,2.98,0,
2011-11-27,CA_1,FOODS_2_019,FOODS,FOODS_2,47,2.98,0,
2011-11-28,CA_1,FOODS_2_019,FOODS,FOODS_2,19,2.98,0,
2011-11-29,CA_1,FOODS_2_019,FOODS,FOODS_2,8,2.98,0,
2011-11-30,CA_1,FOODS_2_019,FOODS,FOODS_2,16,2.98,0,
2011-12-01,CA_1,FOODS_2_019,FOODS,FOODS_2,15,2.98,1,
2011-12-02,CA_1,FOODS_2_019,FOODS,FOODS_2,18,2.98,1,
2011-12-03,CA_1,FOODS_2_019,FOODS,FOODS_2,40,2.98,1,
2011-12-04,CA_1,FOODS_2_019,FOODS,FOODS_2,49,2.98,1,
2011-12-05,CA_1,FOODS_2_019,FOODS,FOODS_2,32,2.98,1,
2011-12-06,CA_1,FOODS_2_019,FOODS,FOODS_2,30,2.98,1,
2011-12-07,CA_1,FOODS_2_019,FOODS,FOODS_2,20,2.98,1,
2011-12-08,CA_1,FOODS_2_019,FOODS,FOODS_2,26,2.98,1,
2011-12-09,CA_1,FOODS_2_019,FOODS,FOODS_2,15,2.98,1,
2011-12-10,CA_1,FOODS_2_019,FOODS,FOODS_2,48,2.98,1,
2011-12-11,CA_1,FOODS_2_019,FOODS,FOODS_2,33,2.98,0,
2011-12-12,CA_1,FOODS_2_019,FOODS,FOODS_2,26,2.98,0,
2011-12-13,CA_1,FOODS_2_019,FOODS,FOODS_2,23,2.98,0,
2011-12-14,CA_1,FOODS_2_019,FOODS,FOODS_2,31,2.98,0,
2011-12-15,CA_1,FOODS_2_019,FOODS,FOODS_2,18,2.98,0,
2011-12-16,CA_1,FOODS_2_019,FOODS,FOODS_2,18,2.98,0,
2011-12-17,CA_1,FOODS_2_019,FOODS,FOODS_2,36,2.98,0,
2011-12-18,CA_1,FOODS_2_019,FOODS,FOODS_2,38,2.98,0,
2011-12-19,CA_1,FOODS_2_019,FOODS,FOODS_2,14,2.98,0,
2011-12-20,CA_1,FOODS_2_019,FOODS,FOODS_2,29,2.98,0,
2011-12-21,CA_1,FOODS_2_019,FOODS,FOODS_2,30,2.98,0,
